Hospital,City,State,deathCause,deathRate
RIVERSIDE TAPPAHANNOCK HOSPITAL,TAPPAHANNOCK,VA,pneumonia,12.3
BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,heart attack,
BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,heart failure,13.8
BEDFORD MEMORIAL HOSPITAL,BEDFORD,VA,pneumonia,16.7
CARILION FRANKLIN MEMORIAL HOSPITAL,ROCKY MOUNT,VA,heart attack,16.6
CARILION FRANKLIN MEMORIAL HOSPITAL,ROCKY MOUNT,VA,heart failure,12.8
CARILION FRANKLIN MEMORIAL HOSPITAL,ROCKY MOUNT,VA,pneumonia,12.4
"SOUTHSIDE COMMUNITY HOSPITAL, INC",FARMVILLE,VA,heart attack,15.1
"SOUTHSIDE COMMUNITY HOSPITAL, INC",FARMVILLE,VA,heart failure,11.8
"SOUTHSIDE COMMUNITY HOSPITAL, INC",FARMVILLE,VA,pneumonia,10
SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,heart attack,15.3
SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,heart failure,11.3
SOUTHAMPTON MEMORIAL HOSPITAL,FRANKLIN,VA,pneumonia,13.2
SENTARA CAREPLEX HOSPITAL,HAMPTON,VA,heart attack,18.1
SENTARA CAREPLEX HOSPITAL,HAMPTON,VA,heart failure,12.2
SENTARA CAREPLEX HOSPITAL,HAMPTON,VA,pneumonia,14.8
BON SECOURS - RICHMOND COMMUNITY HOSPITAL,RICHMOND,VA,heart attack,
BON SECOURS - RICHMOND COMMUNITY HOSPITAL,RICHMOND,VA,heart failure,10.6
BON SECOURS - RICHMOND COMMUNITY HOSPITAL,RICHMOND,VA,pneumonia,
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,heart attack,15.6
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,heart failure,12.1
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,EMPORIA,VA,pneumonia,17.1
"COMMUNITY MEMORIAL HEALTHCENTER, INC",SOUTH HILL,VA,heart attack,15.3
"COMMUNITY MEMORIAL HEALTHCENTER, INC",SOUTH HILL,VA,heart failure,13.9
"COMMUNITY MEMORIAL HEALTHCENTER, INC",SOUTH HILL,VA,pneumonia,12.4
INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,heart attack,14
INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,heart failure,12.1
INOVA FAIR OAKS HOSPITAL,FAIRFAX,VA,pneumonia,11.4
SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,MARION,VA,heart attack,
SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,MARION,VA,heart failure,
SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,MARION,VA,pneumonia,
WESTERN STATE HOSPITAL,STAUNTON,VA,heart attack,
WESTERN STATE HOSPITAL,STAUNTON,VA,heart failure,
WESTERN STATE HOSPITAL,STAUNTON,VA,pneumonia,
RESTON HOSPITAL CENTER,RESTON,VA,heart attack,13.9
RESTON HOSPITAL CENTER,RESTON,VA,heart failure,11
RESTON HOSPITAL CENTER,RESTON,VA,pneumonia,10
EASTERN STATE HOSPITAL,WILLIAMSBURG,VA,heart attack,
EASTERN STATE HOSPITAL,WILLIAMSBURG,VA,heart failure,
EASTERN STATE HOSPITAL,WILLIAMSBURG,VA,pneumonia,
RICHMOND VA MEDICAL CENTER,RICHMOND                      ,VA,heart attack,16.3
RICHMOND VA MEDICAL CENTER,RICHMOND                      ,VA,heart failure,12.2
RICHMOND VA MEDICAL CENTER,RICHMOND                      ,VA,pneumonia,13.2
LEWISGALE HOSPITAL MONTGOMERY,BLACKSBURG,VA,heart attack,16.7
LEWISGALE HOSPITAL MONTGOMERY,BLACKSBURG,VA,heart failure,10.8
LEWISGALE HOSPITAL MONTGOMERY,BLACKSBURG,VA,pneumonia,12
WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,heart attack,14.7
WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,heart failure,12.6
WYTHE COUNTY COMMUNITY HOSPITAL,WYTHEVILLE,VA,pneumonia,12
CJW MEDICAL CENTER,RICHMOND,VA,heart attack,15.9
CJW MEDICAL CENTER,RICHMOND,VA,heart failure,11.7
CJW MEDICAL CENTER,RICHMOND,VA,pneumonia,14.7
SENTARA POTOMAC HOSPITAL,WOODBRIDGE,VA,heart attack,13.3
SENTARA POTOMAC HOSPITAL,WOODBRIDGE,VA,heart failure,8.4
SENTARA POTOMAC HOSPITAL,WOODBRIDGE,VA,pneumonia,11.1
WELLMONT LONESOME PINE HOSPITAL,BIG STONE GAP,VA,heart attack,15.4
WELLMONT LONESOME PINE HOSPITAL,BIG STONE GAP,VA,heart failure,9.8
WELLMONT LONESOME PINE HOSPITAL,BIG STONE GAP,VA,pneumonia,10.6
TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,heart attack,16.6
TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,heart failure,14.1
TWIN COUNTY REGIONAL HOSPITAL,GALAX,VA,pneumonia,15.3
LEWISGALE HOSPITAL PULASKI,PULASKI,VA,heart attack,14.9
LEWISGALE HOSPITAL PULASKI,PULASKI,VA,heart failure,11.7
LEWISGALE HOSPITAL PULASKI,PULASKI,VA,pneumonia,12.3
CARILION TAZEWELL COMMUNITY HOSPITAL,TAZEWELL,VA,heart attack,16
CARILION TAZEWELL COMMUNITY HOSPITAL,TAZEWELL,VA,heart failure,14.1
CARILION TAZEWELL COMMUNITY HOSPITAL,TAZEWELL,VA,pneumonia,14.2
HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,heart attack,14.7
HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,heart failure,11.2
HENRICO DOCTORS' HOSPITAL,RICHMOND,VA,pneumonia,11.4
SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,heart attack,16.6
SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,heart failure,11.3
SENTARA PRINCESS ANNE HOSPITAL,VIRGINIA BEACH,VA,pneumonia,16.5
SALEM VA MEDICAL CENTER,SALEM                         ,VA,heart attack,17.5
SALEM VA MEDICAL CENTER,SALEM                         ,VA,heart failure,11.2
SALEM VA MEDICAL CENTER,SALEM                         ,VA,pneumonia,10.2
CHESAPEAKE REGIONAL MEDICAL CENTER,CHESAPEAKE,VA,heart attack,12.5
CHESAPEAKE REGIONAL MEDICAL CENTER,CHESAPEAKE,VA,heart failure,9.5
CHESAPEAKE REGIONAL MEDICAL CENTER,CHESAPEAKE,VA,pneumonia,10.4
INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,heart attack,17.2
INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,heart failure,11.8
INOVA MOUNT VERNON HOSPITAL,ALEXANDRIA,VA,pneumonia,12.3
RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,heart attack,15.2
RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,heart failure,13.9
RAPPAHANNOCK GENERAL HOSPITAL,KILMARNOCK,VA,pneumonia,14.9
LEWISGALE HOSPITAL ALLEGHANY,LOW MOOR,VA,heart attack,14.1
LEWISGALE HOSPITAL ALLEGHANY,LOW MOOR,VA,heart failure,9.4
LEWISGALE HOSPITAL ALLEGHANY,LOW MOOR,VA,pneumonia,11.6
BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,heart attack,14.9
BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,heart failure,9.7
BUCHANAN GENERAL HOSPITAL,GRUNDY,VA,pneumonia,14.6
RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,heart attack,17.1
RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,heart failure,13.1
RIVERSIDE WALTER REED HOSPITAL,GLOUCESTER,VA,pneumonia,14.7
PIEDMONT GERIATRIC HOSPITAL,BURKEVILLE,VA,heart attack,
PIEDMONT GERIATRIC HOSPITAL,BURKEVILLE,VA,heart failure,
PIEDMONT GERIATRIC HOSPITAL,BURKEVILLE,VA,pneumonia,
BON SECOURS - ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,heart attack,17.7
BON SECOURS - ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,heart failure,12.5
BON SECOURS - ST FRANCIS MEDICAL CENTER,MIDLOTHIAN,VA,pneumonia,11
"STAFFORD HOSPITAL, LLC",STAFFORD,VA,heart attack,13.7
"STAFFORD HOSPITAL, LLC",STAFFORD,VA,heart failure,12.1
"STAFFORD HOSPITAL, LLC",STAFFORD,VA,pneumonia,9.1
SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,heart attack,
SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,heart failure,11.7
SPOTSYLVANIA REGIONAL MEDICAL CENTER,FREDERICKSBURG,VA,pneumonia,12
BATH COUNTY COMMUNITY HOSPITAL,HOT SPRINGS,VA,heart attack,
BATH COUNTY COMMUNITY HOSPITAL,HOT SPRINGS,VA,heart failure,11.1
BATH COUNTY COMMUNITY HOSPITAL,HOT SPRINGS,VA,pneumonia,12.3
CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,heart attack,14.6
CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,heart failure,10.1
CARILION GILES COMMUNITY HOSPITAL,PEARISBURG,VA,pneumonia,11.8
DICKENSON COMMUNITY HOSPITAL,CLINTWOOD,VA,heart attack,
DICKENSON COMMUNITY HOSPITAL,CLINTWOOD,VA,heart failure,
DICKENSON COMMUNITY HOSPITAL,CLINTWOOD,VA,pneumonia,
CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,heart attack,16.4
CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,heart failure,13.5
CARILION STONEWALL JACKSON HOSPITAL,LEXINGTON,VA,pneumonia,12.8
SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,heart attack,
SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,heart failure,12.1
SHENANDOAH MEMORIAL HOSPITAL,WOODSTOCK,VA,pneumonia,11.9
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,heart attack,
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,heart failure,
"PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC",STUART,VA,pneumonia,16
"PAGE MEMORIAL HOSPITAL, INC",LURAY,VA,heart attack,
"PAGE MEMORIAL HOSPITAL, INC",LURAY,VA,heart failure,13
"PAGE MEMORIAL HOSPITAL, INC",LURAY,VA,pneumonia,12
NORTHWEST HOSPITAL,SEATTLE,WA,heart attack,15.4
NORTHWEST HOSPITAL,SEATTLE,WA,heart failure,14.6
NORTHWEST HOSPITAL,SEATTLE,WA,pneumonia,12.3
PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,heart attack,16.1
PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,heart failure,12.1
PROVIDENCE ST MARY MEDICAL CENTER,WALLA WALLA,WA,pneumonia,11.7
SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,heart attack,14.6
SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,heart failure,13.8
SKAGIT VALLEY HOSPITAL,MOUNT VERNON,WA,pneumonia,14.8
VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,heart attack,13.4
VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,heart failure,10.7
VIRGINIA MASON MEDICAL CENTER,SEATTLE,WA,pneumonia,9.4
ISLAND HOSPITAL,ANACORTES,WA,heart attack,15.6
ISLAND HOSPITAL,ANACORTES,WA,heart failure,12
ISLAND HOSPITAL,ANACORTES,WA,pneumonia,13.9
UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,heart attack,14.4
UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,heart failure,9.5
UNIVERSITY OF WASHINGTON MEDICAL CTR,SEATTLE,WA,pneumonia,11.6
HIGHLINE MEDICAL CENTER,BURIEN,WA,heart attack,17.2
HIGHLINE MEDICAL CENTER,BURIEN,WA,heart failure,12.5
HIGHLINE MEDICAL CENTER,BURIEN,WA,pneumonia,13.2
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,heart attack,16.9
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,heart failure,13.6
YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER,YAKIMA,WA,pneumonia,13.3
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,heart attack,15.9
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,heart failure,13.3
PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,WA,pneumonia,13.1
AUBURN REGIONAL MEDICAL CENTER,AUBURN,WA,heart attack,17.4
AUBURN REGIONAL MEDICAL CENTER,AUBURN,WA,heart failure,12.8
AUBURN REGIONAL MEDICAL CENTER,AUBURN,WA,pneumonia,13.3
CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,heart attack,14
CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,heart failure,14.6
CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,pneumonia,13.1
PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,heart attack,18.6
PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,heart failure,11.7
PROVIDENCE CENTRALIA HOSPITAL,CENTRALIA,WA,pneumonia,12.9
SAINT CLARE HOSPITAL,LAKEWOOD,WA,heart attack,17.6
SAINT CLARE HOSPITAL,LAKEWOOD,WA,heart failure,14.4
SAINT CLARE HOSPITAL,LAKEWOOD,WA,pneumonia,12.7
PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,heart attack,15.6
PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,heart failure,11.2
PROVIDENCE ST PETER HOSPITAL,OLYMPIA,WA,pneumonia,11.7
SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,WA,heart attack,13.3
SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,WA,heart failure,9.6
SWEDISH MEDICAL CENTER/CHERRY HILL,SEATTLE,WA,pneumonia,11.3
SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,heart attack,17.8
SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,heart failure,14.1
SWEDISH EDMONDS HOSPITAL,EDMONDS,WA,pneumonia,11.1
SWEDISH MEDICAL CENTER,SEATTLE,WA,heart attack,16
SWEDISH MEDICAL CENTER,SEATTLE,WA,heart failure,14.2
SWEDISH MEDICAL CENTER,SEATTLE,WA,pneumonia,12.7
PEACEHEALTH ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,heart attack,13.4
PEACEHEALTH ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,heart failure,12.6
PEACEHEALTH ST JOSEPH MEDICAL CENTER,BELLINGHAM,WA,pneumonia,10.1
GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,heart attack,18.6
GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,heart failure,10.9
GRAYS HARBOR COMMUNITY HOSPITAL,ABERDEEN,WA,pneumonia,10
SAMARITAN HOSPITAL,MOSES LAKE,WA,heart attack,
SAMARITAN HOSPITAL,MOSES LAKE,WA,heart failure,12.9
SAMARITAN HOSPITAL,MOSES LAKE,WA,pneumonia,15.4
YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,heart attack,13.9
YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,heart failure,13.4
YAKIMA VALLEY MEMORIAL HOSPITAL,YAKIMA,WA,pneumonia,14.7
TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,heart attack,
TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,heart failure,10.3
TOPPENISH COMMUNITY HOSPITAL,TOPPENISH,WA,pneumonia,12.9
HARRISON MEDICAL CENTER,BREMERTON,WA,heart attack,17.4
HARRISON MEDICAL CENTER,BREMERTON,WA,heart failure,14.1
HARRISON MEDICAL CENTER,BREMERTON,WA,pneumonia,12.9
PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,heart attack,13.6
PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,heart failure,13.8
PEACHEALTH ST JOHN MEDICAL CENTER,LONGVIEW,WA,pneumonia,14
DEACONESS HOSPITAL,SPOKANE,WA,heart attack,13.8
DEACONESS HOSPITAL,SPOKANE,WA,heart failure,12.9
DEACONESS HOSPITAL,SPOKANE,WA,pneumonia,11.6
WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,heart attack,
WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,heart failure,11.6
WALLA WALLA GENERAL HOSPITAL,WALLA WALLA,WA,pneumonia,11.6
PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,heart attack,16.6
PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,heart failure,11.8
PEACEHEALTH SOUTHWEST MEDICAL CENTER,VANCOUVER,WA,pneumonia,11.8
OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,WA,heart attack,15.2
OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,WA,heart failure,13
OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,WA,pneumonia,11.7
GROUP HEALTH CENTRAL HOSPITAL,SEATTLE,WA,heart attack,
GROUP HEALTH CENTRAL HOSPITAL,SEATTLE,WA,heart failure,
GROUP HEALTH CENTRAL HOSPITAL,SEATTLE,WA,pneumonia,
KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,heart attack,17.9
KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,heart failure,14.5
KENNEWICK GENERAL HOSPITAL,KENNEWICK,WA,pneumonia,13.2
PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,heart attack,13.1
PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,heart failure,13.8
PROVIDENCE SACRED HEART MEDICAL CENTER,SPOKANE,WA,pneumonia,14.2
KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,heart attack,19.1
KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,heart failure,14.5
KADLEC REGIONAL MEDICAL CENTER,RICHLAND,WA,pneumonia,11.4
CASCADE VALLEY HOSPITAL,ARLINGTON,WA,heart attack,
CASCADE VALLEY HOSPITAL,ARLINGTON,WA,heart failure,11.3
CASCADE VALLEY HOSPITAL,ARLINGTON,WA,pneumonia,15
HARBORVIEW MEDICAL CENTER,SEATTLE,WA,heart attack,17.8
HARBORVIEW MEDICAL CENTER,SEATTLE,WA,heart failure,8.9
HARBORVIEW MEDICAL CENTER,SEATTLE,WA,pneumonia,13
OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,heart attack,16.1
OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,heart failure,14.6
OLYMPIC MEDICAL CENTER,PORT ANGELES,WA,pneumonia,15.9
PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,heart attack,14.1
PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,heart failure,10
PROVIDENCE HOLY FAMILY HOSPITAL,SPOKANE,WA,pneumonia,10
MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,heart attack,18.5
MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,heart failure,13
MULTICARE GOOD SAMARITAN HOSPITAL,PUYALLUP,WA,pneumonia,14.2
VALLEY GENERAL HOSPITAL,MONROE,WA,heart attack,
VALLEY GENERAL HOSPITAL,MONROE,WA,heart failure,13.2
VALLEY GENERAL HOSPITAL,MONROE,WA,pneumonia,12.6
VALLEY MEDICAL CENTER,RENTON,WA,heart attack,17.9
VALLEY MEDICAL CENTER,RENTON,WA,heart failure,11.1
VALLEY MEDICAL CENTER,RENTON,WA,pneumonia,12.2
ST JOSEPH MEDICAL CENTER,TACOMA,WA,heart attack,17.8
ST JOSEPH MEDICAL CENTER,TACOMA,WA,heart failure,11.6
ST JOSEPH MEDICAL CENTER,TACOMA,WA,pneumonia,15
VALLEY HOSPITAL,SPOKANE,WA,heart attack,17.6
VALLEY HOSPITAL,SPOKANE,WA,heart failure,14.9
VALLEY HOSPITAL,SPOKANE,WA,pneumonia,13.1
SPOKANE VA MEDICAL CENTER,SPOKANE                       ,WA,heart attack,
SPOKANE VA MEDICAL CENTER,SPOKANE                       ,WA,heart failure,10.1
SPOKANE VA MEDICAL CENTER,SPOKANE                       ,WA,pneumonia,10
EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,WA,heart attack,14.3
EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,WA,heart failure,12.1
EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,WA,pneumonia,8.7
TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,heart attack,18.7
TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,heart failure,14.1
TACOMA GENERAL ALLENMORE HOSPITAL,TACOMA,WA,pneumonia,11.4
CAPITAL MEDICAL CENTER,OLYMPIA,WA,heart attack,15.9
CAPITAL MEDICAL CENTER,OLYMPIA,WA,heart failure,12.8
CAPITAL MEDICAL CENTER,OLYMPIA,WA,pneumonia,12
WALLA WALLA VA MEDICAL CENTER,WALLA WALLA                   ,WA,heart attack,
WALLA WALLA VA MEDICAL CENTER,WALLA WALLA                   ,WA,heart failure,
WALLA WALLA VA MEDICAL CENTER,WALLA WALLA                   ,WA,pneumonia,
ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,WA,heart attack,17.1
ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,WA,heart failure,13.4
ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,WA,pneumonia,15.8
WENATCHEE VALLEY HOSPITAL,WENATCHEE,WA,heart attack,
WENATCHEE VALLEY HOSPITAL,WENATCHEE,WA,heart failure,
WENATCHEE VALLEY HOSPITAL,WENATCHEE,WA,pneumonia,11.7
LEGACY SALMON CREEK MEDICAL CENTER,VANCOUVER,WA,heart attack,16.9
LEGACY SALMON CREEK MEDICAL CENTER,VANCOUVER,WA,heart failure,12.9
LEGACY SALMON CREEK MEDICAL CENTER,VANCOUVER,WA,pneumonia,10.6
ST ANTHONY HOSPITAL,GIG HARBOR,WA,heart attack,16
ST ANTHONY HOSPITAL,GIG HARBOR,WA,heart failure,13.5
ST ANTHONY HOSPITAL,GIG HARBOR,WA,pneumonia,9.3
SWEDISH ISSAQUAH,ISSAQUAH,WA,heart attack,
SWEDISH ISSAQUAH,ISSAQUAH,WA,heart failure,
SWEDISH ISSAQUAH,ISSAQUAH,WA,pneumonia,
SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),SEATTLE                       ,WA,heart attack,16.6
SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),SEATTLE                       ,WA,heart failure,12.2
SEATTLE VA MEDICAL CENTER (VA PUGIT SOUND HEALTHCARE SYSTEM),SEATTLE                       ,WA,pneumonia,10.4
GARFIELD COUNTY MEMORIAL HOSPITAL,POMEROY,WA,heart attack,
GARFIELD COUNTY MEMORIAL HOSPITAL,POMEROY,WA,heart failure,
GARFIELD COUNTY MEMORIAL HOSPITAL,POMEROY,WA,pneumonia,
DAYTON GENERAL HOSPITAL,DAYTON,WA,heart attack,
DAYTON GENERAL HOSPITAL,DAYTON,WA,heart failure,
DAYTON GENERAL HOSPITAL,DAYTON,WA,pneumonia,
MARK REED HOSPITAL & HEALTHCARE CLINIC,MCCLEARY,WA,heart attack,
MARK REED HOSPITAL & HEALTHCARE CLINIC,MCCLEARY,WA,heart failure,
MARK REED HOSPITAL & HEALTHCARE CLINIC,MCCLEARY,WA,pneumonia,
LINCOLN HOSPITAL,DAVENPORT,WA,heart attack,
LINCOLN HOSPITAL,DAVENPORT,WA,heart failure,11
LINCOLN HOSPITAL,DAVENPORT,WA,pneumonia,13.1
ODESSA MEMORIAL HOSPITAL,ODESSA,WA,heart attack,
ODESSA MEMORIAL HOSPITAL,ODESSA,WA,heart failure,
ODESSA MEMORIAL HOSPITAL,ODESSA,WA,pneumonia,
COULEE COMMUNITY HOSPITAL,GRAND COULEE,WA,heart attack,
COULEE COMMUNITY HOSPITAL,GRAND COULEE,WA,heart failure,
COULEE COMMUNITY HOSPITAL,GRAND COULEE,WA,pneumonia,12.2
PROVIDENCE ST JOSEPH HOSPITAL,CHEWELAH,WA,heart attack,
PROVIDENCE ST JOSEPH HOSPITAL,CHEWELAH,WA,heart failure,10.4
PROVIDENCE ST JOSEPH HOSPITAL,CHEWELAH,WA,pneumonia,9.8
NEWPORT COMMUNITY HOSPITAL,NEWPORT,WA,heart attack,
NEWPORT COMMUNITY HOSPITAL,NEWPORT,WA,heart failure,12.1
NEWPORT COMMUNITY HOSPITAL,NEWPORT,WA,pneumonia,11.8
EAST ADAMS RURAL HOSPITAL,RITZVILLE,WA,heart attack,
EAST ADAMS RURAL HOSPITAL,RITZVILLE,WA,heart failure,
EAST ADAMS RURAL HOSPITAL,RITZVILLE,WA,pneumonia,11.7
PROSSER MEMORIAL HOSPITAL,PROSSER,WA,heart attack,
PROSSER MEMORIAL HOSPITAL,PROSSER,WA,heart failure,
PROSSER MEMORIAL HOSPITAL,PROSSER,WA,pneumonia,12.1
CASCADE MEDICAL CENTER,LEAVENWORTH,WA,heart attack,
CASCADE MEDICAL CENTER,LEAVENWORTH,WA,heart failure,
CASCADE MEDICAL CENTER,LEAVENWORTH,WA,pneumonia,
OCEAN BEACH HOSPITAL,ILWACO,WA,heart attack,
OCEAN BEACH HOSPITAL,ILWACO,WA,heart failure,11.7
OCEAN BEACH HOSPITAL,ILWACO,WA,pneumonia,10
SKYLINE HOSPITAL,WHITE SALMON,WA,heart attack,
SKYLINE HOSPITAL,WHITE SALMON,WA,heart failure,11.5
SKYLINE HOSPITAL,WHITE SALMON,WA,pneumonia,10.4
KLICKITAT VALLEY HOSPITAL,GOLDENDALE,WA,heart attack,
KLICKITAT VALLEY HOSPITAL,GOLDENDALE,WA,heart failure,
KLICKITAT VALLEY HOSPITAL,GOLDENDALE,WA,pneumonia,11
OTHELLO COMMUNITY HOSPITAL,OTHELLO,WA,heart attack,
OTHELLO COMMUNITY HOSPITAL,OTHELLO,WA,heart failure,11
OTHELLO COMMUNITY HOSPITAL,OTHELLO,WA,pneumonia,12.3
MORTON GENERAL HOSPITAL,MORTON,WA,heart attack,
MORTON GENERAL HOSPITAL,MORTON,WA,heart failure,
MORTON GENERAL HOSPITAL,MORTON,WA,pneumonia,
NORTH VALLEY HOSPITAL,TONASKET,WA,heart attack,
NORTH VALLEY HOSPITAL,TONASKET,WA,heart failure,
NORTH VALLEY HOSPITAL,TONASKET,WA,pneumonia,11.2
FERRY COUNTY MEMORIAL HOSPITAL,REPUBLIC,WA,heart attack,
FERRY COUNTY MEMORIAL HOSPITAL,REPUBLIC,WA,heart failure,
FERRY COUNTY MEMORIAL HOSPITAL,REPUBLIC,WA,pneumonia,11.7
JEFFERSON HEALTHCARE HOSPITAL,PORT TOWNSEND,WA,heart attack,16.8
JEFFERSON HEALTHCARE HOSPITAL,PORT TOWNSEND,WA,heart failure,14.4
